type,title,date_added,release_year,rating,duration_seasons,listed_in,streaming_platform
TV Show,Guyver: The Bioboosted Armor,"November 9, 2012",2005,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Shakugan no Shana,"September 14, 2012",2005,TV-14,3,"Action, Adventure, Anime",Hulu
TV Show,The Thick of It,"September 9, 2012",2005,TV-MA,4,"Comedy, International",Hulu
TV Show,Up to Speed,"August 9, 2012",2012,TV-14,1,"Documentaries, Lifestyle & Culture",Hulu
TV Show,Naruto Spin-Off: Rock Lee & His Ninja Pals,"April 17, 2012",2012,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Accel World,"April 6, 2012",2012,TV-14,1,"Adventure, Anime, Science Fiction",Hulu
TV Show,A Day in the Life,"March 12, 2012",2011,TV-14,2,Documentaries,Hulu
TV Show,CSI: Miami,"March 1, 2012",2002,TV-14,10,"Crime, Drama, Mystery",Hulu
TV Show,Battleground,"February 14, 2012",2012,TV-PG,1,Drama,Hulu
TV Show,Reborn!,"February 1, 2012",2006,TV-14,8,"Anime, International",Hulu
TV Show,Blue Dragon Uncut,"July 22, 2011",2007,TV-14,1,"Anime, International",Hulu
TV Show,Nura: Rise of the Yokai Clan,"July 3, 2011",2010,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Ouran High School Host Club,"June 3, 2011",2006,TV-14,1,"Anime, Drama, International",Hulu
TV Show,Toriko,"April 15, 2011",2011,TV-PG,1,"Action, Adventure, Anime",Hulu
TV Show,Tiger & Bunny,"April 2, 2011",2011,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Air Gear,"March 18, 2011",2006,TV-MA,1,"Action, Anime",Hulu
TV Show,Samurai Champloo,"March 18, 2011",2004,TV-MA,1,"Action, Anime, Drama",Hulu
TV Show,Shuffle,"March 18, 2011",2005,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Slayers,"March 18, 2011",1995,TV-PG,1,"Action, Adventure, Anime",Hulu
TV Show,Yu-Gi-Oh!,"March 7, 2011",2001,TV-Y,5,"Adventure, Anime, Kids",Hulu
TV Show,Big Windup,"March 4, 2011",2007,TV-14,1,"Anime, Comedy, International",Hulu
TV Show,Black Cat,"February 18, 2011",2008,TV-PG,1,"Action, Adventure, Anime",Hulu
TV Show,Vampire Knight,"February 18, 2011",2008,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Kenichi,"February 4, 2011",2006,TV-PG,1,"Adventure, Anime, Comedy",Hulu
TV Show,School Rumble,"February 4, 2011",2004,TV-PG,2,"Anime, Comedy, Drama",Hulu
TV Show,High School of the Dead,"January 31, 2011",2010,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Flavor of Love,"December 27, 2010",2006,TV-14,2,"Black Stories, Reality",Hulu
TV Show,Chrome Shelled Regios,"December 17, 2010",2009,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Yu-Gi-Oh! GX,"December 17, 2010",2004,TV-Y,3,Anime,Hulu
TV Show,Yu-Gi-Oh! 5D's,"November 4, 2010",2008,TV-Y,2,"Anime, International",Hulu
TV Show,Coupling,"September 14, 2010",2000,TV-PG,4,"Comedy, International, Sitcom",Hulu
TV Show,Claymore,"September 10, 2010",2007,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Initial D,"July 21, 2010",1998,TV-14,3,"Anime, International",Hulu
TV Show,Fruits Basket,"July 16, 2010",2001,TV-14,1,"Anime, Comedy, Drama",Hulu
TV Show,D.Gray-man,"April 30, 2010",2006,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Desert Punk,"April 30, 2010",2004,TV-MA,1,"Anime, International, Science Fiction",Hulu
TV Show,The Office (U.K.),"February 1, 2010",2001,TV-MA,3,"Comedy, International, Sitcom",Hulu
TV Show,Buso Renkin,"December 21, 2009",2006,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,The Prince of Tennis,"December 21, 2009",2001,TV-PG,1,"Anime, International",Hulu
TV Show,Devil May Cry,"October 23, 2009",2007,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Soul Eater,"October 23, 2009",2008,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Inuyasha,"September 29, 2009",2000,TV-14,7,"Action, Adventure, Anime",Hulu
TV Show,Heroic Age,"August 14, 2009",2007,TV-PG,1,"Action, Adventure, Anime",Hulu
TV Show,Black Blood Brothers,"February 10, 2009",2006,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,"Doogie Howser, M.D.","July 1, 2008",1989,TV-PG,4,"Comedy, Drama, Family",Hulu
TV Show,Lost in Space,"June 1, 2008",1965,TV-G,3,"Action, Adventure, Classics",Hulu
TV Show,Hikaru no Go,"July 14, 2006",2006,TV-14,1,"Anime, International, Science Fiction",Hulu
